Geneid;Length;CBB;DZX;GCY;YXH;XCY;XZY;Control_ZCY;Control_ZJC;Control_QZY
ENSG00000284327;389;0;0;0;0;0;0;0;0;0
ENSG00000243830;615;0;0;0;1;0;0;0;0;0
ENSG00000184344;1236;3;84;56;81;53;56;91;52;324
ENSG00000256537;4823;402;292;427;315;386;364;388;368;380
ENSG00000284393;496;0;0;0;0;0;0;0;0;0
ENSG00000139112;4053;581;528;443;445;470;558;615;585;756
ENSG00000180574;2423;9;17;5;12;3;14;14;21;13
ENSG00000284697;2208;7;5;2;7;10;5;2;4;1
ENSG00000227760;283;0;0;0;0;0;1;0;0;0
ENSG00000198134;327;4;9;5;4;1;10;3;11;6
ENSG00000255819;2592;14;43;21;33;48;33;1;3;0
ENSG00000256975;2042;3;0;5;2;2;0;0;0;0
ENSG00000255356;349;0;0;0;0;1;0;1;2;0
ENSG00000255829;488;0;0;0;0;0;1;0;0;0
ENSG00000134539;17412;11;21;11;26;6;6;18;22;8
ENSG00000255608;560;1;1;0;0;0;0;1;0;0
ENSG00000111196;4839;237;188;280;185;211;204;162;163;198
ENSG00000270863;1414;0;1;2;2;2;0;1;0;0
ENSG00000260423;6872;76;42;58;78;60;53;46;32;10
ENSG00000205791;1540;26;24;35;23;25;27;27;58;56
ENSG00000214487;971;0;0;0;0;0;0;0;0;0
ENSG00000276417;1414;31;7;20;11;13;8;1;2;2
ENSG00000278635;482;17;35;34;15;25;46;1;12;5
ENSG00000282080;561;3;0;0;0;1;1;0;4;0
ENSG00000256657;922;4;4;1;11;3;3;0;0;0
ENSG00000256238;3133;1;0;1;0;2;0;0;0;0
ENSG00000256751;5050;90;31;113;56;73;88;59;43;59
ENSG00000111788;3158;278;281;274;249;219;437;152;130;70
ENSG00000110848;2832;6;2;4;7;3;2;5;2;2
ENSG00000256331;865;0;0;0;0;0;3;0;0;1
ENSG00000256400;96;4;0;11;6;8;5;0;0;0
ENSG00000255801;562;0;0;0;0;0;1;0;0;0
ENSG00000111796;1478;14;20;23;18;26;32;9;21;6
ENSG00000284634;5973;44;68;76;59;78;116;24;35;26
ENSG00000069493;6955;938;1035;1301;842;1373;1328;424;259;182
ENSG00000173391;3057;2;3;0;3;0;1;3;8;1
ENSG00000287713;1448;25;33;36;53;73;38;15;13;9
ENSG00000166527;2050;0;1;2;1;1;2;2;7;4
ENSG00000255825;389;3;1;1;1;1;0;1;0;0
ENSG00000280345;715;0;0;0;1;0;0;0;0;0
ENSG00000279865;1783;19;12;16;5;7;17;9;3;10
ENSG00000257048;515;2;4;2;5;7;4;3;3;2
ENSG00000242991;745;0;0;0;0;0;0;0;0;0
ENSG00000235602;1078;16;20;9;8;9;11;9;2;2
ENSG00000060138;8621;1564;1421;1548;1533;946;1561;2285;3010;2145
ENSG00000255660;337;4;0;2;2;1;5;0;0;0
ENSG00000242661;781;1;2;3;3;4;4;0;0;0
ENSG00000256981;910;11;7;27;13;20;8;4;10;0
ENSG00000271462;235;0;1;0;0;0;0;0;0;0
ENSG00000256211;499;0;0;0;0;0;0;0;0;0
ENSG00000212124;1002;17;23;20;37;43;27;3;5;11
ENSG00000151490;20254;16;15;8;15;7;18;22;45;49
ENSG00000139055;1877;19;16;7;14;13;30;2;10;36
ENSG00000111701;894;0;0;0;1;0;1;0;1;0
ENSG00000172243;4190;35;14;18;18;12;19;24;29;36
ENSG00000247157;4456;22;26;14;41;41;32;7;2;11
ENSG00000134551;3261;14;27;28;37;39;23;3;2;3
ENSG00000275119;512;1;0;0;0;4;1;0;2;0
ENSG00000172322;3256;12;1;2;5;2;6;2;2;6
ENSG00000256912;395;7;2;3;0;1;1;0;0;1
ENSG00000111261;5716;918;494;676;499;670;546;674;987;790
ENSG00000084444;6710;268;247;216;250;170;237;425;555;352
ENSG00000256084;640;0;0;0;1;0;0;0;1;3
ENSG00000286303;343;0;0;0;0;0;0;0;1;0
ENSG00000256682;1075;2;5;9;11;16;10;0;0;1
ENSG00000231887;3144;32;24;39;47;66;48;25;17;11
ENSG00000255790;1254;2;1;1;6;2;1;0;3;1
ENSG00000255641;998;0;0;0;0;0;0;0;0;0
ENSG00000118976;3067;12;11;12;15;9;7;13;8;3
ENSG00000179256;2104;3;3;2;0;3;3;2;0;0
ENSG00000256436;1021;27;18;27;29;42;37;9;9;6
ENSG00000255734;734;0;1;0;0;0;0;0;0;0
ENSG00000255973;289;0;1;1;1;0;0;1;2;0
ENSG00000226091;5663;28;21;36;16;20;23;14;26;10
ENSG00000274551;290;0;0;0;0;1;0;0;1;0
ENSG00000244131;645;5;3;6;4;2;3;0;0;1
ENSG00000171847;2538;51;37;48;27;27;33;19;53;10
ENSG00000256626;609;0;0;0;0;0;0;0;0;0
ENSG00000243916;875;0;0;0;0;0;0;0;0;0
ENSG00000139053;727;4;3;2;2;0;4;5;10;11
ENSG00000070019;4191;31;24;38;33;16;28;12;39;13
ENSG00000121335;1795;1;1;0;0;2;2;0;0;0
ENSG00000256339;357;0;0;0;0;0;1;0;0;0
ENSG00000254016;430;15;8;7;6;6;8;13;2;0
ENSG00000256155;562;4;0;1;0;0;0;0;0;0
ENSG00000255621;2403;10;2;9;6;3;10;11;3;3
ENSG00000166535;7156;2364;1861;2391;2156;2222;2010;1973;2652;1962
ENSG00000182993;4518;47;59;60;45;40;52;68;61;66
ENSG00000212125;928;7;9;14;16;25;9;5;0;3
ENSG00000242405;511;3;0;1;1;2;2;2;0;1
ENSG00000256627;660;1;0;0;0;0;0;0;0;0
ENSG00000256450;927;0;0;0;0;0;0;0;0;0
ENSG00000060140;3440;59;27;64;30;34;42;55;32;93
ENSG00000243129;347;0;1;0;0;0;1;1;1;0
ENSG00000053702;2814;212;221;235;227;241;249;115;195;115
ENSG00000188393;1209;0;0;0;0;0;0;4;0;1
ENSG00000256188;1687;4;4;12;23;7;9;7;1;0
ENSG00000256513;433;0;0;0;0;0;0;0;0;1
ENSG00000060982;11415;654;205;160;210;131;256;98;132;364
ENSG00000197905;2275;33;79;46;92;22;50;150;231;104
ENSG00000213809;3044;222;286;249;395;429;348;134;45;25
ENSG00000256651;943;10;6;14;19;20;6;6;1;0
ENSG00000287074;833;13;16;9;15;17;15;5;0;3
ENSG00000257016;270;1;0;0;0;0;0;1;3;0
ENSG00000084463;5258;1471;1376;1456;1390;1447;1464;2008;2434;1664
ENSG00000237303;274;0;0;1;0;0;0;0;0;0
ENSG00000256157;196;1;0;0;0;0;0;0;0;0
ENSG00000211455;6863;1245;1421;2078;1402;1770;1655;1415;1289;1043
ENSG00000287577;1159;1;4;3;4;1;1;1;0;0
ENSG00000188991;2923;2;9;2;6;8;11;2;7;0
ENSG00000064763;5411;64;61;69;59;50;82;49;38;37
ENSG00000256004;572;0;1;0;0;0;0;3;3;0
ENSG00000256171;439;1;0;3;0;0;3;0;0;0
ENSG00000111713;3214;0;0;0;1;0;0;0;0;0
ENSG00000256283;611;0;0;0;0;0;0;0;1;0
ENSG00000110888;8392;1559;1770;1679;1891;1830;1630;1249;1471;753
ENSG00000255374;1027;25;5;23;18;21;9;0;3;1
ENSG00000256256;486;0;0;0;0;0;0;0;0;0
ENSG00000165714;6522;328;161;221;179;219;186;197;253;252
ENSG00000230657;923;4;2;3;3;7;4;0;2;0
ENSG00000270857;437;1;6;1;2;1;1;0;0;2
ENSG00000008394;7441;77;11;39;20;16;37;23;25;71
ENSG00000241451;241;0;0;0;0;0;0;0;0;0
ENSG00000256564;603;0;0;0;2;0;0;0;0;0
ENSG00000255967;2285;0;1;0;0;0;0;0;1;0
ENSG00000255867;1308;20;30;18;23;25;17;11;12;11
ENSG00000121381;1075;1;0;0;4;1;0;1;0;0
ENSG00000231560;3956;2;0;1;2;0;9;1;0;1
ENSG00000205846;1646;0;1;0;3;0;1;0;3;1
ENSG00000285854;5157;0;0;0;0;0;0;0;0;0
ENSG00000187569;1100;3;6;6;7;0;7;9;12;10
ENSG00000287075;483;2;0;0;2;0;0;0;0;0
ENSG00000111339;5245;4;4;2;5;9;6;5;5;3
ENSG00000227525;738;0;0;0;0;0;1;0;0;0
ENSG00000255749;315;0;0;0;0;0;0;4;0;0
ENSG00000213235;1414;0;0;0;0;0;1;6;9;0
ENSG00000214772;657;5;4;7;9;5;8;8;5;2
ENSG00000256712;385;5;1;5;10;18;14;1;10;1
ENSG00000048540;10002;10;9;5;12;3;14;4;6;3
ENSG00000111218;6677;11;24;52;22;33;23;18;32;20
ENSG00000241828;328;6;18;10;16;17;11;1;0;0
ENSG00000257062;855;0;0;0;0;0;0;0;0;0
ENSG00000255727;967;1;1;0;3;0;0;6;2;1
ENSG00000247934;2728;109;71;86;74;83;86;73;76;40
ENSG00000256237;188;0;1;1;0;0;0;0;0;0
ENSG00000256973;738;55;50;64;79;68;79;15;12;4
ENSG00000246115;353;0;0;1;0;0;0;0;0;0
ENSG00000213443;844;0;0;0;0;0;0;0;0;0
ENSG00000226210;1817;524;539;395;197;244;256;387;324;119
ENSG00000121377;1096;0;1;0;2;0;0;0;0;0
ENSG00000256799;631;2;0;0;2;0;0;2;0;1
ENSG00000272917;615;0;0;1;0;0;0;0;0;0
ENSG00000278654;524;1;0;0;0;0;0;0;0;0
ENSG00000197870;1386;1;4;5;6;5;2;2;1;2
ENSG00000257262;571;0;0;0;0;0;0;0;2;0
ENSG00000243141;479;8;2;0;1;7;0;6;4;0
ENSG00000111341;2887;741;337;463;232;289;360;701;600;1781
ENSG00000256756;516;0;0;0;0;0;0;0;0;0
ENSG00000245205;1405;4;0;3;8;4;10;1;1;0
ENSG00000186136;945;0;1;2;3;2;1;0;0;0
ENSG00000164845;994;47;45;17;22;29;31;28;49;20
ENSG00000205754;2822;1;0;1;1;0;0;0;0;1
ENSG00000111203;6255;544;652;621;566;682;694;455;656;424
ENSG00000246705;3356;231;254;286;245;295;388;331;414;587
ENSG00000010219;7054;249;233;217;246;198;214;305;330;367
ENSG00000256371;915;0;0;0;1;0;0;0;0;0
ENSG00000225231;4925;33;0;14;0;0;0;0;0;0
ENSG00000246695;11316;616;262;433;319;263;329;285;341;185
ENSG00000257237;316;0;0;0;0;0;0;0;2;0
ENSG00000285724;1834;0;0;0;0;0;0;0;1;0
ENSG00000261324;5428;226;169;270;192;302;256;211;72;62
ENSG00000234589;614;1;1;1;2;0;1;2;1;0
ENSG00000256923;424;0;0;0;0;0;3;1;0;1
ENSG00000278687;102;0;0;0;0;0;0;0;0;0
ENSG00000212128;1637;7;9;18;25;26;11;5;0;0
ENSG00000255910;2755;5;1;3;1;0;3;0;3;0
ENSG00000231788;296;5;1;2;3;6;1;1;5;1
ENSG00000258144;1368;1;0;0;1;0;0;0;9;0
ENSG00000256852;989;0;1;0;0;0;0;0;0;0
ENSG00000256987;1380;3;1;3;1;8;0;3;4;3
ENSG00000110975;5082;31;69;46;89;56;62;16;25;19
ENSG00000256030;653;2;5;6;6;3;3;1;1;1
ENSG00000187950;3958;6;36;13;13;9;16;5;9;0
ENSG00000029153;6983;72;59;50;62;12;38;85;84;54
ENSG00000121316;2375;163;144;167;115;158;206;163;189;257
ENSG00000270807;365;0;0;0;3;3;0;0;0;0
ENSG00000285870;2293;17;4;11;8;8;3;7;11;3
ENSG00000151491;8540;630;577;445;558;523;654;538;647;730
ENSG00000286566;542;0;0;0;0;0;0;0;0;0
ENSG00000256896;1296;0;0;0;0;0;0;0;0;0
ENSG00000256232;868;1;7;5;8;0;3;7;6;5
ENSG00000275278;544;0;0;0;0;0;0;0;0;2
ENSG00000255983;1405;3;2;1;0;1;0;0;1;0
ENSG00000256844;330;0;0;0;0;0;0;0;0;0
ENSG00000139174;8223;80;106;61;88;68;99;106;170;84
ENSG00000111224;6200;708;615;793;610;690;675;656;728;606
ENSG00000275764;1861;187;198;215;197;209;241;204;103;146
ENSG00000130038;12466;56;42;122;63;76;108;93;32;49
ENSG00000249628;2210;4;1;2;2;5;7;2;2;0
ENSG00000256356;2069;0;5;2;5;0;1;0;0;1
ENSG00000255763;231;0;0;0;0;0;0;0;0;0
ENSG00000284513;1696;0;0;0;0;0;0;0;0;0
ENSG00000255649;1067;0;0;0;0;0;2;0;6;0
ENSG00000256482;451;0;0;0;0;0;0;0;0;0
ENSG00000215241;2561;48;59;17;25;34;46;20;8;9
ENSG00000255951;554;0;0;0;0;0;0;0;0;0
ENSG00000226472;1995;18;9;12;12;9;10;3;9;0
ENSG00000257094;309;10;4;4;4;4;4;3;2;1
ENSG00000134533;4157;230;140;121;87;75;141;124;137;217
ENSG00000256582;560;0;2;1;2;0;3;0;1;0
ENSG00000254381;1351;0;1;0;0;0;0;0;1;0
ENSG00000287388;512;4;12;6;7;6;9;7;8;4
ENSG00000234428;876;11;5;10;2;7;2;3;1;1
ENSG00000227081;255;23;33;25;27;33;42;58;68;130
ENSG00000245648;6428;860;1318;1114;1484;1343;1488;965;660;640
ENSG00000277705;247;0;0;0;1;0;0;0;0;0
ENSG00000256538;2736;22;32;46;40;39;33;16;15;14
ENSG00000256894;826;9;12;19;15;14;7;14;10;3
ENSG00000023697;2813;288;246;323;246;234;258;320;259;546
ENSG00000274624;830;16;1;2;1;2;0;2;1;23
ENSG00000256499;1344;2;1;0;2;0;0;2;0;0
ENSG00000165682;3670;28;9;12;6;3;5;26;20;2
ENSG00000243507;347;2;1;1;0;0;0;0;0;0
ENSG00000121380;5112;11;14;21;22;25;22;11;18;4
ENSG00000224438;468;2;0;2;0;3;1;0;0;0
ENSG00000283297;1116;70;35;59;36;58;36;16;25;0
ENSG00000130035;4431;4;9;9;8;2;11;13;7;14
ENSG00000283240;1094;0;0;1;0;1;0;0;0;0
ENSG00000087502;5826;524;438;535;505;472;527;381;227;353
ENSG00000256862;1868;13;10;25;17;12;9;5;4;3
ENSG00000011105;6905;560;585;648;446;381;694;488;657;956
ENSG00000257176;6167;84;86;40;60;56;122;26;19;14
ENSG00000179715;2618;1157;1269;1336;1215;1381;1443;1426;1261;1379
ENSG00000256691;530;0;0;1;0;1;0;1;3;0
ENSG00000256159;482;0;1;5;4;6;6;0;0;0
ENSG00000256381;572;5;5;7;3;1;3;3;5;0
ENSG00000233381;669;4;0;7;1;7;5;8;0;7
ENSG00000272921;818;0;2;0;0;0;0;0;0;0
ENSG00000139044;7292;62;57;25;59;13;29;94;119;16
ENSG00000257756;1074;0;0;1;0;1;1;0;3;0
ENSG00000139209;4145;22;16;19;19;18;12;17;13;9
ENSG00000288532;475;0;0;0;0;0;0;0;0;0
ENSG00000257258;1073;0;1;0;0;0;0;0;0;0
ENSG00000256134;720;0;2;1;1;2;1;0;0;0
ENSG00000139160;6868;217;180;239;199;196;197;211;220;155
ENSG00000257730;177;0;0;0;0;0;0;0;0;0
ENSG00000151743;3137;95;114;151;127;144;153;140;116;138
ENSG00000255565;465;1;1;0;2;0;1;0;4;2
ENSG00000257599;6999;11;72;26;29;18;28;33;53;10
ENSG00000256615;578;4;4;3;17;0;1;11;20;6
ENSG00000240328;342;1;1;1;0;2;4;0;0;0
ENSG00000286866;1419;0;0;0;0;0;0;0;0;0
ENSG00000278969;2373;5;1;0;0;1;0;0;0;0
ENSG00000256667;2457;126;119;171;107;138;152;65;25;33
ENSG00000257042;792;0;0;0;0;0;0;0;0;1
ENSG00000258273;147;3;3;2;5;6;3;6;7;0
ENSG00000244662;480;0;0;0;0;0;0;0;0;0
ENSG00000257924;540;0;1;2;1;1;1;1;0;1
ENSG00000271418;301;0;0;0;0;0;0;0;1;0
ENSG00000197837;2578;101;79;146;117;145;105;42;23;29
ENSG00000257813;2270;0;0;0;0;0;0;0;0;1
ENSG00000275286;543;0;0;0;0;0;0;0;0;0
ENSG00000111186;4240;38;36;35;43;15;21;58;126;50
ENSG00000245311;804;0;0;1;0;0;0;2;0;0
ENSG00000276431;211;0;0;0;0;0;0;0;0;0
ENSG00000270718;235;0;1;0;0;0;0;0;0;0
ENSG00000250770;5981;23;70;109;84;89;77;36;41;39
ENSG00000135436;4756;107;85;132;124;102;124;34;47;10
ENSG00000258202;419;2;1;0;0;0;0;0;0;1
ENSG00000205857;996;0;2;2;7;0;5;4;12;1
ENSG00000256686;772;0;0;0;0;0;0;0;1;0
ENSG00000023734;2215;2026;1274;1441;1307;1245;1257;1894;1859;2492
ENSG00000173157;7524;19;18;13;27;5;14;25;23;8
ENSG00000256995;6590;0;0;1;0;2;1;1;1;0
ENSG00000177875;2283;169;40;36;43;30;55;90;128;67
ENSG00000245614;3910;24;33;27;33;28;21;28;20;11
ENSG00000170456;11346;1318;1436;2033;1883;2086;1973;1934;1928;887
ENSG00000258352;603;22;24;46;32;41;25;10;5;5
ENSG00000275476;486;3;10;2;3;5;11;0;0;4
ENSG00000278733;566;6;11;8;6;9;10;5;5;3
ENSG00000111405;2679;14;15;14;13;14;13;22;26;27
ENSG00000257964;570;22;28;34;27;35;43;9;10;1
ENSG00000256640;460;2;0;2;0;0;1;0;0;0
ENSG00000255991;802;0;0;0;0;0;0;0;0;0
ENSG00000197503;1710;0;0;0;1;0;1;0;1;0
ENSG00000188375;1114;3;1;4;2;0;8;14;19;7
ENSG00000286752;1699;1;1;0;0;0;0;1;0;0
ENSG00000139146;5575;595;1009;824;983;1077;1069;1288;1508;1072
ENSG00000255836;1211;64;44;66;65;39;70;62;58;20
ENSG00000064102;3059;574;433;473;486;400;412;504;442;519
ENSG00000167778;3463;837;746;704;629;740;755;909;1262;976
ENSG00000257700;761;0;0;0;0;0;0;0;0;0
ENSG00000255871;2178;0;0;0;0;1;0;0;0;0
ENSG00000257510;2460;0;0;0;0;0;0;1;0;0
ENSG00000285102;323;0;1;0;0;0;0;0;0;0
ENSG00000225349;533;4;1;4;4;10;10;3;0;1
ENSG00000257261;4868;85;47;66;53;75;56;39;31;22
ENSG00000257319;499;0;0;0;2;0;0;2;0;0
ENSG00000287243;6521;4;3;14;7;15;9;4;6;1
ENSG00000256274;2403;16;7;20;25;24;15;8;9;2
ENSG00000242444;865;0;0;1;0;1;0;0;0;0
ENSG00000257292;620;0;0;0;0;0;0;0;0;0
ENSG00000256650;301;6;4;4;1;2;0;0;1;0
ENSG00000257852;147;0;0;0;0;2;0;0;0;0
ENSG00000285732;2503;2;2;1;3;1;1;0;0;0
ENSG00000255858;1132;1;1;1;0;0;1;0;0;0
ENSG00000255760;1330;7;6;4;7;5;10;9;8;2
ENSG00000256321;1629;0;0;0;0;0;0;0;1;0
ENSG00000177981;4086;661;635;745;605;742;808;948;1050;1201
ENSG00000078246;3179;425;472;352;460;494;585;433;831;418
ENSG00000131982;429;0;0;0;0;0;0;0;0;0
ENSG00000135447;3984;333;818;943;858;1091;1358;1527;1385;1580
ENSG00000287455;1628;3;2;2;4;0;2;4;4;2
ENSG00000274723;815;5;0;1;2;4;3;0;0;2
ENSG00000270766;246;0;0;0;0;0;0;0;0;0
ENSG00000286671;942;0;2;1;1;0;1;3;0;0
ENSG00000276058;440;2;2;1;8;5;6;4;0;2
ENSG00000139173;3440;127;181;168;188;225;225;162;185;245
ENSG00000257987;662;5;1;0;3;1;0;0;2;0
ENSG00000257616;2441;0;0;1;0;0;0;0;0;0
ENSG00000180806;1666;7;37;14;42;3;25;127;169;51
ENSG00000271508;189;0;0;0;0;0;0;0;0;0
ENSG00000256185;172;0;0;0;0;0;0;0;0;0
ENSG00000151229;10023;149;85;91;105;118;111;65;96;65
ENSG00000179919;951;0;0;0;2;0;0;0;0;0
ENSG00000133687;14681;384;237;482;324;247;311;353;392;305
ENSG00000274591;368;1;0;2;2;0;1;1;0;0
ENSG00000180116;4454;3;10;1;14;1;5;9;6;0
ENSG00000111704;5392;3;16;32;15;10;11;3;15;48
ENSG00000111371;10015;1082;703;1176;895;904;1090;564;419;322
ENSG00000245482;2179;7;18;23;20;16;14;18;9;10
ENSG00000255725;1229;0;0;1;0;1;0;2;0;0
ENSG00000175548;11258;471;434;541;437;488;509;339;321;278
ENSG00000256986;708;0;0;0;0;0;0;0;0;0
ENSG00000256797;731;2;3;0;1;1;0;0;0;0
ENSG00000280054;2448;9;8;16;9;5;11;4;4;2
ENSG00000178449;970;198;151;158;120;136;136;257;322;442
ENSG00000279875;1859;2;0;1;0;0;0;5;0;0
ENSG00000257114;1480;0;0;0;1;0;4;1;1;1
ENSG00000284682;285;0;0;0;0;0;0;0;0;0
ENSG00000256226;615;0;3;0;0;1;3;0;0;0
ENSG00000250133;2216;2;8;2;2;0;4;10;11;1
ENSG00000270926;675;0;1;0;3;0;1;3;0;0
ENSG00000129315;7381;1450;1343;1695;1367;1524;1458;1527;1409;1323
ENSG00000256774;324;1;0;0;0;1;0;0;0;0
ENSG00000013573;8367;340;423;374;387;543;299;274;397;107
ENSG00000123094;7619;532;356;323;299;273;402;384;411;229
ENSG00000134294;6509;4113;4043;4607;4213;4954;4727;3967;3258;3221
ENSG00000255921;728;2;0;1;0;0;0;0;0;0
ENSG00000275778;1620;0;1;3;2;2;1;2;3;2
ENSG00000257173;471;0;0;0;1;0;0;0;0;0
ENSG00000258763;681;2;3;4;5;0;1;7;2;6
ENSG00000273853;543;0;0;1;1;0;1;0;0;0
ENSG00000260492;2033;2;2;4;1;0;0;1;2;1
ENSG00000257771;8975;1;1;2;2;1;0;14;4;0
ENSG00000228630;2602;10;13;7;19;0;5;24;25;11
ENSG00000255628;534;0;0;0;0;1;0;0;0;0
ENSG00000257896;1170;26;10;21;18;32;25;5;0;1
ENSG00000135413;882;0;0;0;0;0;0;0;0;0
ENSG00000257588;1574;0;0;0;1;0;1;3;4;0
ENSG00000258278;1485;0;0;0;0;0;0;0;1;0
ENSG00000170484;3006;29;13;1;13;10;4;1;8;8
ENSG00000185652;2923;59;21;31;32;18;20;15;39;64
ENSG00000278842;1204;4;3;3;3;2;6;5;1;0
ENSG00000257927;298;0;0;0;0;0;0;0;0;0
ENSG00000133704;6809;1402;1591;2093;1894;2125;1862;1811;1601;1752
ENSG00000257331;1879;0;0;0;4;0;0;2;0;0
ENSG00000257735;562;11;5;11;10;15;8;4;12;3
ENSG00000257645;156;0;0;0;1;0;1;0;1;0
ENSG00000167588;3822;19;40;9;41;39;22;29;98;49
ENSG00000287386;512;11;7;4;5;9;7;1;0;0
ENSG00000270429;1317;18;7;7;14;14;13;1;4;0
ENSG00000135477;1778;2;0;0;1;0;1;0;14;0
ENSG00000256176;316;4;4;12;27;19;9;5;5;1
ENSG00000275769;417;2;13;16;14;8;9;3;12;9
ENSG00000258369;470;0;0;0;0;0;0;0;0;0
ENSG00000258284;168;10;16;19;14;24;18;6;5;0
ENSG00000274682;501;2;0;0;0;1;0;0;0;1
ENSG00000250451;592;1;2;0;1;0;3;6;5;3
ENSG00000257228;1274;8;0;0;1;0;1;0;0;0
ENSG00000272368;1117;26;27;35;35;36;36;9;17;8
ENSG00000257907;1275;0;1;0;0;1;0;1;0;0
ENSG00000167566;8090;2870;1420;1842;1511;1529;1638;1694;1881;1197
ENSG00000258212;1524;1;2;0;3;5;0;0;0;0
ENSG00000257906;2805;29;8;6;6;13;4;11;5;10
ENSG00000256473;401;0;0;0;0;0;2;0;0;0
ENSG00000115934;1329;0;0;0;0;0;0;0;0;0
ENSG00000139180;10391;157;144;142;144;166;156;159;151;153
ENSG00000257947;567;0;0;0;1;1;1;1;0;0
ENSG00000285517;18914;94;47;81;104;52;69;35;47;16
ENSG00000241251;478;0;0;0;0;0;0;0;0;0
ENSG00000256440;373;0;0;0;0;0;0;0;0;0
ENSG00000258794;1261;119;75;66;58;76;118;35;53;31
ENSG00000182199;4592;571;626;594;558;686;542;765;1000;1368
ENSG00000185479;2302;1;0;0;0;0;0;3;8;6
ENSG00000135423;4141;14;6;24;14;13;5;16;27;8
ENSG00000161634;878;0;0;0;0;0;1;0;0;1
ENSG00000249695;5439;2;5;3;11;18;13;5;4;4
ENSG00000270273;271;0;0;1;0;1;0;0;1;0
ENSG00000250788;1324;0;1;0;1;0;0;2;6;2
ENSG00000274124;312;3;9;6;7;11;6;2;0;0
ENSG00000256625;983;9;6;10;8;5;11;8;8;2
ENSG00000005175;5350;595;516;531;509;548;572;440;351;370
ENSG00000257402;1181;2;1;0;0;0;0;0;0;0
ENSG00000273046;1389;0;0;0;0;0;0;0;0;0
ENSG00000259937;1025;0;0;0;1;0;0;0;4;0
ENSG00000287835;1869;0;0;0;0;0;0;0;0;0
ENSG00000185069;2529;0;0;0;1;0;0;0;0;1
ENSG00000258239;688;0;0;2;0;0;0;0;0;0
ENSG00000256663;1423;2;0;2;1;0;1;2;7;4
ENSG00000180818;2371;9;36;10;33;1;17;76;108;25
ENSG00000189079;12086;1550;1261;1316;1508;1483;1523;1037;1094;768
ENSG00000258184;391;2;0;0;2;0;1;0;0;0
ENSG00000123388;3265;1;6;1;8;0;7;24;13;4
ENSG00000256389;4220;0;1;1;5;0;0;1;1;2
ENSG00000213363;605;3;4;3;1;3;2;0;1;0
ENSG00000257780;816;0;0;0;2;0;0;0;0;0
ENSG00000257023;862;1;0;0;1;1;0;1;0;0
ENSG00000258368;223;0;0;0;1;0;1;0;0;0
ENSG00000257572;1075;0;2;1;2;0;0;2;3;0
ENSG00000256994;1543;3;1;0;0;0;0;0;3;1
ENSG00000257932;562;0;0;0;0;0;0;0;0;0
ENSG00000257298;4713;47;19;31;30;38;29;10;3;1
ENSG00000170423;3260;1;3;0;0;0;0;2;3;1
ENSG00000213352;1007;0;0;0;0;0;0;0;0;0
ENSG00000276272;1247;2;0;1;0;1;0;1;1;0
ENSG00000258360;583;0;0;0;0;0;0;0;0;1
ENSG00000257230;583;0;0;0;0;0;0;0;0;0
ENSG00000284883;685;0;1;0;0;0;0;0;0;0
ENSG00000037965;2417;11;20;12;28;4;24;47;41;9
ENSG00000258331;836;0;0;0;1;0;0;0;0;0
ENSG00000258231;1729;2;0;0;2;0;0;0;2;0
ENSG00000257880;477;0;1;3;2;0;0;0;2;1
ENSG00000255671;315;0;0;0;0;1;0;0;1;0
ENSG00000139117;5120;72;67;82;51;53;78;36;40;79
ENSG00000243517;606;0;1;1;0;0;4;2;2;2
ENSG00000161798;1884;25;22;16;39;2;4;90;174;45
ENSG00000256120;3463;2;2;6;1;3;3;0;0;2
ENSG00000257542;1505;6;0;4;2;3;2;0;3;1
ENSG00000287442;970;0;3;0;1;0;0;0;1;1
ENSG00000139610;953;0;3;1;5;0;0;8;4;2
ENSG00000257687;130;0;0;0;0;0;0;0;0;0
ENSG00000257343;495;0;0;0;0;0;0;0;0;0
ENSG00000139239;645;14;26;14;29;23;39;21;24;49
ENSG00000248265;4745;8;5;2;7;4;6;2;8;1
ENSG00000257576;1702;13;17;14;7;14;7;1;1;2
ENSG00000152556;7246;2109;1943;1703;1658;2072;2052;1651;2746;2363
ENSG00000286402;4425;0;0;0;4;0;0;0;1;1
ENSG00000286351;533;0;0;1;1;1;1;0;1;0
ENSG00000170545;3083;35;58;46;60;15;46;93;157;63
ENSG00000246331;1552;7;3;6;6;0;4;0;6;2
ENSG00000135407;5889;342;418;346;347;380;338;249;132;80
ENSG00000256372;387;0;0;0;0;0;0;0;1;0
ENSG00000198353;2767;35;45;17;35;35;59;13;20;24
ENSG00000258036;989;0;0;0;0;0;0;0;0;0
ENSG00000258316;1126;30;20;28;32;23;38;7;0;0
ENSG00000258119;723;0;0;0;1;0;0;0;1;0
ENSG00000185633;2806;87;64;72;62;51;63;63;85;276
ENSG00000257763;823;28;13;23;22;13;13;1;7;0
ENSG00000177359;7202;41;22;11;50;7;19;17;26;10
ENSG00000257675;1352;0;0;0;0;0;0;0;0;0
ENSG00000170477;2877;0;5;2;0;0;0;9;6;4
ENSG00000257664;491;0;0;0;0;0;0;0;0;0
ENSG00000256984;616;1;0;2;0;1;0;4;1;0
ENSG00000174718;6646;2428;2942;3631;3826;3946;4010;1427;1401;844
ENSG00000127318;1173;0;0;0;0;0;0;0;1;0
